name,street,city,visit,infractions
Blind River Golf Course Kitchen,303 Eldorado Road,Blind River,2016-08-04,Sanitize test kit / thermometer readily available for verifying dishwashing and sanitizing temperatures
Blind River Golf Course Kitchen,303 Eldorado Road,Blind River,2016-08-04,Thermometers used to verify food preparation and storage temperatures;
Blind River Golf Course Kitchen,303 Eldorado Road,Blind River,2016-08-04,Food contact surfaces washed / rinsed / sanitized after each use and following any operations when contamination may have occurred
Blind River Golf Course Kitchen,303 Eldorado Road,Blind River,2016-08-04,Food protected from potential contamination and adulteration
Blind River Marina,1 Hagger,Blind River,2017-06-27,No infractions found at the time of inspection
Blind River Marina,1 Hagger,Blind River,2017-06-27,No infractions found at the time of inspection
Blind River Marina,1 Hagger,Blind River,2016-09-02,No infractions found at the time of inspection
Blind River Marina,1 Hagger,Blind River,2016-09-02,No infractions found at the time of inspection
Blind River P.S. Student Nutrition Program,19 Hanes Ave.,Blind River,2017-10-24,No infractions found at the time of inspection
Blind River P.S. Student Nutrition Program,19 Hanes Ave.,Blind River,2017-10-24,"Manual dishwashing: Wash, rinse, sanitize technique"
Blind River P.S. Student Nutrition Program,19 Hanes Ave.,Blind River,2016-11-09,No infractions found at the time of inspection
Blind River P.S. Student Nutrition Program,19 Hanes Ave.,Blind River,2016-11-09,No infractions found at the time of inspection
Blind River P.S. Student Nutrition Program,19 Hanes Ave.,Blind River,2015-11-12,Sanitize test kit / thermometer readily available for verifying dishwashing and sanitizing temperatures
Blind River P.S. Student Nutrition Program,19 Hanes Ave.,Blind River,2015-11-12,"Manual dishwashing: Wash, rinse, sanitize technique"
Blind River Senior's Cultural Center,17 Michigan Avenue,Blind River,2016-01-28,Sanitize test kit / thermometer readily available for verifying dishwashing and sanitizing temperatures
Blind River Senior's Cultural Center,17 Michigan Avenue,Blind River,2016-01-28,No infractions found at the time of inspection
Blind River Senior's Cultural Center,17 Michigan Avenue,Blind River,2015-11-19,"Mechanical dishwashing: Wash / rinse water clean, water temperature, timing cycles, sanitizer"
Blind River Senior's Cultural Center,17 Michigan Avenue,Blind River,2015-11-19,Sanitize test kit / thermometer readily available for verifying dishwashing and sanitizing temperatures
Blind River Senior's Cultural Center,17 Michigan Avenue,Blind River,2015-11-19,"Manual dishwashing: Wash, rinse, sanitize technique"
Blind River Senior's Cultural Center,17 Michigan Avenue,Blind River,2014-11-04,No infractions found at the time of inspection
Blind River Senior's Cultural Center,17 Michigan Avenue,Blind River,2014-11-04,No infractions found at the time of inspection
Blind River Valu Mart,105 Causley Street,Blind River,2017-11-07,No infractions found at the time of inspection
Blind River Valu Mart,105 Causley Street,Blind River,2017-11-07,No infractions found at the time of inspection
Blind River Valu Mart,105 Causley Street,Blind River,2016-09-27,No infractions found at the time of inspection
Blind River Valu Mart,105 Causley Street,Blind River,2016-09-27,No infractions found at the time of inspection
Blind River Valu Mart,105 Causley Street,Blind River,2015-11-24,No infractions found at the time of inspection
Blind River Valu Mart,105 Causley Street,Blind River,2015-11-24,No infractions found at the time of inspection
Bobber's Restaurant,74 Taylor Street,Bruce Mines,2017-11-01,"Equipment, non-food contact surfaces and linen are maintained, designed, constructed, installed and accessible for cleaning"
Bobber's Restaurant,74 Taylor Street,Bruce Mines,2017-11-01,Hand washing basin with supplies of soap and paper towels in dispensers
Bobber's Restaurant,74 Taylor Street,Bruce Mines,2017-08-29,No infractions found at the time of inspection
Bobber's Restaurant,74 Taylor Street,Bruce Mines,2017-08-29,No infractions found at the time of inspection
Bobber's Restaurant,74 Taylor Street,Bruce Mines,2017-04-27,No infractions found at the time of inspection
Bobber's Restaurant,74 Taylor Street,Bruce Mines,2017-04-27,No infractions found at the time of inspection
Bobbles Pizza Place,360 Second Line E,Sault Ste. Marie,2017-09-22,No infractions found at the time of inspection
Bobbles Pizza Place,360 Second Line E,Sault Ste. Marie,2017-09-22,No infractions found at the time of inspection
Bobbles Pizza Place,360 Second Line E,Sault Ste. Marie,2017-06-01,No infractions found at the time of inspection
Bobbles Pizza Place,360 Second Line E,Sault Ste. Marie,2017-06-01,No infractions found at the time of inspection
Bobbles Pizza Place,360 Second Line E,Sault Ste. Marie,2016-08-26,No infractions found at the time of inspection
Bobbles Pizza Place,360 Second Line E,Sault Ste. Marie,2016-08-26,No infractions found at the time of inspection
Bootleg BBQ,41 Oak Street,Blind River,2016-07-07,No infractions found at the time of inspection
Bootleg BBQ,41 Oak Street,Blind River,2016-07-07,No infractions found at the time of inspection
Bootleg BBQ,41 Oak Street,Blind River,2015-12-18,No infractions found at the time of inspection
Bootleg BBQ,41 Oak Street,Blind River,2015-12-18,No infractions found at the time of inspection
Boots and Saddles Roadhouse,2667  Second Line,Sault Ste. Marie,2017-05-30,No infractions found at the time of inspection
Boots and Saddles Roadhouse,2667  Second Line,Sault Ste. Marie,2017-05-30,No infractions found at the time of inspection
Boots and Saddles Roadhouse,2667  Second Line,Sault Ste. Marie,2016-11-01,No infractions found at the time of inspection
Boots and Saddles Roadhouse,2667  Second Line,Sault Ste. Marie,2016-11-01,Proper use and storage of clean utensils (including single service utensils)
Boots and Saddles Roadhouse,2667  Second Line,Sault Ste. Marie,2016-03-01,No infractions found at the time of inspection
Boots and Saddles Roadhouse,2667  Second Line,Sault Ste. Marie,2016-03-01,No infractions found at the time of inspection
Boston Pizza,601 Great Northern Road,Sault Ste. Marie,2017-09-28,"Mechanical dishwashing: Wash / rinse water clean, water temperature, timing cycles, sanitizer"
Boston Pizza,601 Great Northern Road,Sault Ste. Marie,2017-09-28,Hand washing basin with supplies of soap and paper towels in dispensers
Boston Pizza,601 Great Northern Road,Sault Ste. Marie,2017-06-07,"Mechanical dishwashing: Wash / rinse water clean, water temperature, timing cycles, sanitizer"
Boston Pizza,601 Great Northern Road,Sault Ste. Marie,2017-06-07,Hand washing basin with supplies of soap and paper towels in dispensers
Boston Pizza,601 Great Northern Road,Sault Ste. Marie,2017-03-03,No infractions found at the time of inspection
Boston Pizza,601 Great Northern Road,Sault Ste. Marie,2017-03-03,Hand washing basin with supplies of soap and paper towels in dispensers
Boston Pizza,601 Great Northern Road,Sault Ste. Marie,2017-03-03,"Mechanical dishwashing: Wash / rinse water clean, water temperature, timing cycles, sanitizer"
Breen's Coffee Service,13 Perini Road,Elliot Lake,2017-03-02,No infractions found at the time of inspection
Breen's Coffee Service,13 Perini Road,Elliot Lake,2017-03-02,No infractions found at the time of inspection
Breen's Coffee Service,13 Perini Road,Elliot Lake,2016-03-17,No infractions found at the time of inspection
Breen's Coffee Service,13 Perini Road,Elliot Lake,2016-03-17,No infractions found at the time of inspection
Breen's Coffee Service,13 Perini Road,Elliot Lake,2015-05-29,No infractions found at the time of inspection
Breen's Coffee Service,13 Perini Road,Elliot Lake,2015-05-29,No infractions found at the time of inspection
Bruce Bay Cottages and Lighthouse Resort,82 French Island Road,Bruce Mines,2017-07-11,No infractions found at the time of inspection
Bruce Bay Cottages and Lighthouse Resort,82 French Island Road,Bruce Mines,2017-07-11,No infractions found at the time of inspection
Bruce Bay Cottages and Lighthouse Resort,82 French Island Road,Bruce Mines,2016-11-18,No infractions found at the time of inspection
Bruce Bay Cottages and Lighthouse Resort,82 French Island Road,Bruce Mines,2016-11-18,"Food contact surfaces properly designed, constructed, installed and maintained"
Bruce Bay Cottages and Lighthouse Resort,82 French Island Road,Bruce Mines,2015-10-01,No infractions found at the time of inspection
Bruce Bay Cottages and Lighthouse Resort,82 French Island Road,Bruce Mines,2015-10-01,Proper use and storage of clean utensils (including single service utensils)
Bruce Mines & Area Food Bank,7  Williams Street,Bruce Mines,2017-11-01,No infractions found at the time of inspection
Bruce Mines & Area Food Bank,7  Williams Street,Bruce Mines,2017-11-01,No infractions found at the time of inspection
Bruce Mines & Area Food Bank,7  Williams Street,Bruce Mines,2016-11-09,No infractions found at the time of inspection
Bruce Mines & Area Food Bank,7  Williams Street,Bruce Mines,2016-11-09,No infractions found at the time of inspection
Bruce Mines & Area Food Bank,7  Williams Street,Bruce Mines,2015-11-18,No infractions found at the time of inspection
Bruce Mines & Area Food Bank,7  Williams Street,Bruce Mines,2015-11-18,No infractions found at the time of inspection
Bruce Mines Community Hall,9180 Highway 17,Bruce Mines,2017-05-11,No infractions found at the time of inspection
Bruce Mines Community Hall,9180 Highway 17,Bruce Mines,2017-05-11,No infractions found at the time of inspection
Bruni's Fine Foods,328  Wellington Street,Sault Ste. Marie,2017-09-25,Food protected from potential contamination and adulteration
Bruni's Fine Foods,328  Wellington Street,Sault Ste. Marie,2017-09-25,No infractions found at the time of inspection
Bruni's Fine Foods,328  Wellington Street,Sault Ste. Marie,2017-06-06,No infractions found at the time of inspection
Bruni's Fine Foods,328  Wellington Street,Sault Ste. Marie,2017-06-06,No infractions found at the time of inspection
Bruni's Fine Foods,328  Wellington Street,Sault Ste. Marie,2017-01-16,No infractions found at the time of inspection
Bruni's Fine Foods,328  Wellington Street,Sault Ste. Marie,2017-01-16,No infractions found at the time of inspection
Bruni's Fine Foods Sausage Cart,328 Wellington Street,Sault Ste. Marie,2017-05-17,No infractions found at the time of inspection
Bruni's Fine Foods Sausage Cart,328 Wellington Street,Sault Ste. Marie,2017-05-17,No infractions found at the time of inspection
Bruni's Fine Foods Sausage Cart,328 Wellington Street,Sault Ste. Marie,2016-05-27,No infractions found at the time of inspection
Bruni's Fine Foods Sausage Cart,328 Wellington Street,Sault Ste. Marie,2016-05-27,No infractions found at the time of inspection
Bruni's Fine Foods Sausage Cart,328 Wellington Street,Sault Ste. Marie,2015-08-20,No infractions found at the time of inspection
Bruni's Fine Foods Sausage Cart,328 Wellington Street,Sault Ste. Marie,2015-08-20,No infractions found at the time of inspection
Bucci's Place Restaurant,3241 Hwy 17 B,Echo Bay,2017-10-25,No infractions found at the time of inspection
Bucci's Place Restaurant,3241 Hwy 17 B,Echo Bay,2017-10-25,Proper use and storage of clean utensils (including single service utensils)
Bucci's Place Restaurant,3241 Hwy 17 B,Echo Bay,2017-05-03,"Equipment, non-food contact surfaces and linen are maintained, designed, constructed, installed and accessible for cleaning"
Bucci's Place Restaurant,3241 Hwy 17 B,Echo Bay,2017-05-03,Food protected from potential contamination and adulteration
Bucci's Place Restaurant,3241 Hwy 17 B,Echo Bay,2017-05-03,Proper use and storage of clean utensils (including single service utensils)
Bucci's Place Restaurant,3241 Hwy 17 B,Echo Bay,2017-05-03,Toxic / poisonous substances (chemicals/pesticides) to be stored separately from food
Bucci's Place Restaurant,3241 Hwy 17 B,Echo Bay,2017-01-04,"Mechanical dishwashing: Wash / rinse water clean, water temperature, timing cycles, sanitizer"
Bucci's Place Restaurant,3241 Hwy 17 B,Echo Bay,2017-01-04,No infractions found at the time of inspection
Bulk Barn,41  Great Northern Road,Sault Ste. Marie,2017-08-04,No infractions found at the time of inspection
Bulk Barn,41  Great Northern Road,Sault Ste. Marie,2017-08-04,Food protected from potential contamination and adulteration
Bulk Barn,41  Great Northern Road,Sault Ste. Marie,2017-08-04,Hand washing basin with supplies of soap and paper towels in dispensers
Bulk Barn,41  Great Northern Road,Sault Ste. Marie,2017-08-04,"Mechanical dishwashing: Wash / rinse water clean, water temperature, timing cycles, sanitizer"
Bulk Barn,41  Great Northern Road,Sault Ste. Marie,2017-08-04,Separate hand washing basin provided for food handlers
